month,year,ship_mode,segment,country,city,state,category,sub_category,sales,quantity,discount,profit
February,2017,First Class,Home Office,United States,Houston,Texas,Office Supplies,Art,175.44,6,0.2,52.632
February,2017,First Class,Home Office,United States,Houston,Texas,Furniture,Bookcases,89.0664,1,0.32,-17.0274
February,2017,First Class,Home Office,United States,Troy,Ohio,Furniture,Tables,455.97,5,0.4,-106.39299999999999
February,2017,First Class,Home Office,United States,Troy,Ohio,Office Supplies,Binders,5.715,5,0.7,-4.7625
February,2017,First Class,Home Office,United States,Troy,Ohio,Furniture,Chairs,899.43,5,0.3,-12.849
February,2017,First Class,Home Office,United States,Houston,Texas,Technology,Phones,438.336,4,0.2,-87.6672
February,2017,First Class,Home Office,United States,Troy,Ohio,Technology,Phones,57.593999999999994,1,0.4,-11.5188
February,2017,Second Class,Consumer,United States,Lafayette,Louisiana,Technology,Phones,29.16,3,0.0,8.4564
February,2017,First Class,Home Office,United States,Troy,Ohio,Furniture,Furnishings,30.144000000000002,2,0.2,8.2896
February,2014,Same Day,Consumer,United States,Lubbock,Texas,Furniture,Furnishings,25.16,5,0.6,-11.322000000000001
February,2014,Standard Class,Consumer,United States,Arlington,Texas,Office Supplies,Storage,12.624,2,0.2,-2.5248
February,2015,Standard Class,Consumer,United States,Long Beach,California,Office Supplies,Labels,61.06,2,0.0,28.0876
February,2015,Standard Class,Consumer,United States,Long Beach,California,Furniture,Tables,35.544000000000004,1,0.2,-0.8886
February,2015,Standard Class,Corporate,United States,Los Angeles,California,Office Supplies,Labels,9.24,3,0.0,4.4352
February,2017,Second Class,Corporate,United States,Los Angeles,California,Technology,Phones,167.976,3,0.2,10.4985
February,2017,Second Class,Corporate,United States,Los Angeles,California,Technology,Accessories,109.53,3,0.0,47.0979
February,2017,Second Class,Corporate,United States,Los Angeles,California,Office Supplies,Labels,9.82,2,0.0,4.8118
February,2016,Second Class,Corporate,United States,Long Beach,New York,Office Supplies,Supplies,25.71,3,0.0,6.6846
February,2016,Second Class,Consumer,United States,San Francisco,California,Office Supplies,Paper,70.88,2,0.0,33.3136
February,2016,Second Class,Corporate,United States,Long Beach,New York,Office Supplies,Labels,8.67,3,0.0,4.0749
February,2016,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Storage,242.94,3,0.0,9.7176
February,2016,Standard Class,Consumer,United States,New York City,New York,Furniture,Furnishings,44.46,2,0.0,14.6718
February,2017,First Class,Home Office,United States,Los Angeles,California,Furniture,Furnishings,44.67,3,0.0,12.0609
February,2017,Standard Class,Consumer,United States,Seattle,Washington,Office Supplies,Fasteners,11.22,3,0.0,0.2244
February,2017,Second Class,Corporate,United States,Roswell,Georgia,Office Supplies,Appliances,1245.86,7,0.0,361.2994
February,2017,First Class,Home Office,United States,Los Angeles,California,Office Supplies,Art,12.84,3,0.0,3.4668
February,2014,Standard Class,Home Office,United States,San Diego,California,Office Supplies,Fasteners,12.35,5,0.0,5.8045
February,2014,Standard Class,Consumer,United States,Saint Petersburg,Florida,Technology,Phones,180.96,5,0.2,13.572000000000001
February,2014,Standard Class,Consumer,United States,Saint Petersburg,Florida,Office Supplies,Binders,18.336,2,0.7,-12.224
February,2016,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Storage,117.96,2,0.0,5.898
February,2016,Second Class,Consumer,United States,Arlington,Virginia,Office Supplies,Binders,36.4,8,0.0,18.2
February,2016,Second Class,Consumer,United States,Arlington,Virginia,Technology,Machines,8749.95,5,0.0,2799.9840000000004
February,2016,Second Class,Consumer,United States,Arlington,Virginia,Furniture,Furnishings,18.69,7,0.0,7.1022
February,2016,Standard Class,Corporate,United States,Houston,Texas,Furniture,Furnishings,73.78399999999999,2,0.6,-77.4732
February,2017,Standard Class,Corporate,United States,San Diego,California,Office Supplies,Binders,30.96,2,0.2,10.062000000000001
February,2017,Standard Class,Consumer,United States,Los Angeles,California,Furniture,Furnishings,86.26,2,0.0,29.3284
February,2017,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Storage,139.04,4,0.0,38.9312
February,2017,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Appliances,46.8,4,0.0,16.38
February,2017,Standard Class,Corporate,United States,San Diego,California,Technology,Machines,239.984,2,0.2,38.9974
February,2017,First Class,Corporate,United States,Columbus,Ohio,Office Supplies,Paper,78.304,2,0.2,29.364
February,2017,First Class,Corporate,United States,Columbus,Ohio,Technology,Phones,59.97,5,0.4,-11.994000000000002
February,2017,Standard Class,Corporate,United States,San Diego,California,Furniture,Furnishings,210.58,2,0.0,12.6348
February,2017,First Class,Corporate,United States,Columbus,Ohio,Office Supplies,Fasteners,21.456,9,0.2,6.9732
February,2014,Standard Class,Home Office,United States,Los Angeles,California,Office Supplies,Paper,12.96,2,0.0,6.2208
February,2014,Standard Class,Corporate,United States,Richmond,Indiana,Technology,Accessories,62.31,3,0.0,22.4316
February,2014,Standard Class,Corporate,United States,Richmond,Indiana,Furniture,Furnishings,20.32,4,0.0,6.9088
February,2015,Standard Class,Consumer,United States,Hot Springs,Arkansas,Technology,Accessories,29.99,1,0.0,2.9989999999999997
February,2015,Second Class,Consumer,United States,Perth Amboy,New Jersey,Office Supplies,Art,286.79,7,0.0,74.5654
February,2016,Standard Class,Consumer,United States,Nashville,Tennessee,Office Supplies,Paper,16.496,2,0.2,5.5674
February,2017,Standard Class,Home Office,United States,Muskogee,Oklahoma,Office Supplies,Art,6.56,2,0.0,1.9024
February,2017,Second Class,Corporate,United States,Louisville,Colorado,Office Supplies,Fasteners,9.432,3,0.2,3.0654
February,2017,Standard Class,Home Office,United States,Muskogee,Oklahoma,Office Supplies,Appliances,13.11,3,0.0,3.4086
February,2017,Standard Class,Home Office,United States,Gilbert,Arizona,Technology,Accessories,31.991999999999997,1,0.2,4.7988
February,2017,First Class,Corporate,United States,San Diego,California,Furniture,Furnishings,22.23,1,0.0,7.3359
February,2017,Standard Class,Home Office,United States,Gilbert,Arizona,Technology,Phones,333.57599999999996,3,0.2,25.0182
February,2017,Standard Class,Home Office,United States,Gilbert,Arizona,Office Supplies,Envelopes,10.64,5,0.2,3.8569999999999998
February,2017,Standard Class,Home Office,United States,Gilbert,Arizona,Furniture,Furnishings,68.704,2,0.2,16.3172
February,2017,First Class,Corporate,United States,San Diego,California,Technology,Phones,215.968,2,0.2,18.8972
February,2017,Standard Class,Home Office,United States,Gilbert,Arizona,Furniture,Tables,386.91,9,0.5,-185.7168
February,2017,Standard Class,Home Office,United States,Gilbert,Arizona,Office Supplies,Storage,51.168,2,0.2,-6.396
February,2014,Standard Class,Consumer,United States,Woodstock,Illinois,Office Supplies,Binders,8.85,5,0.8,-13.7175
February,2015,Standard Class,Consumer,United States,Columbia,Maryland,Office Supplies,Binders,2541.98,2,0.0,1270.99
February,2015,Second Class,Consumer,United States,Las Cruces,New Mexico,Office Supplies,Paper,49.12,4,0.0,23.0864
February,2016,Standard Class,Home Office,United States,Tampa,Florida,Office Supplies,Binders,34.86,2,0.7,-26.726
February,2016,Standard Class,Home Office,United States,Tampa,Florida,Office Supplies,Binders,3.762,3,0.7,-2.7588
February,2016,Standard Class,Corporate,United States,Oceanside,New York,Technology,Phones,39.98,2,0.0,1.999
February,2016,Standard Class,Home Office,United States,Tampa,Florida,Office Supplies,Storage,432.45599999999996,3,0.2,32.4342
February,2016,Second Class,Corporate,United States,Los Angeles,California,Office Supplies,Binders,31.248,7,0.2,10.9368
February,2016,Second Class,Corporate,United States,Los Angeles,California,Office Supplies,Binders,18.56,4,0.2,6.496
February,2016,Second Class,Corporate,United States,Los Angeles,California,Office Supplies,Storage,449.15,5,0.0,8.982999999999999
February,2016,Second Class,Corporate,United States,Los Angeles,California,Technology,Accessories,12.99,1,0.0,0.7794
February,2016,Standard Class,Corporate,United States,Oceanside,New York,Furniture,Furnishings,68.95,5,0.0,28.959
February,2016,Standard Class,Corporate,United States,Oceanside,New York,Office Supplies,Storage,296.37,3,0.0,80.0199
February,2016,First Class,Corporate,United States,New York City,New York,Furniture,Furnishings,135.8,7,0.0,66.542
February,2017,Standard Class,Consumer,United States,Carrollton,Texas,Technology,Accessories,47.903999999999996,1,0.2,-2.9939999999999998
February,2014,First Class,Consumer,United States,Moreno Valley,California,Office Supplies,Paper,19.44,3,0.0,9.3312
February,2015,Second Class,Home Office,United States,Sterling Heights,Michigan,Office Supplies,Art,79.36,4,0.0,20.6336
February,2016,Standard Class,Consumer,United States,Los Angeles,California,Technology,Accessories,36.24,1,0.0,15.2208
February,2016,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Fasteners,10.65,3,0.0,5.0055
February,2016,Standard Class,Consumer,United States,Los Angeles,California,Technology,Phones,445.96,5,0.2,55.745
February,2016,Standard Class,Home Office,United States,Milwaukee,Wisconsin,Office Supplies,Appliances,490.32,9,0.0,137.2896
February,2014,Standard Class,Home Office,United States,El Paso,Texas,Office Supplies,Labels,6.936,3,0.2,2.3409
February,2014,Standard Class,Home Office,United States,El Paso,Texas,Office Supplies,Binders,4.428,3,0.8,-6.8634
February,2015,Standard Class,Home Office,United States,New York City,New York,Office Supplies,Binders,10.895999999999999,2,0.2,3.8136
February,2015,Standard Class,Home Office,United States,New York City,New York,Office Supplies,Appliances,26.88,6,0.0,6.72
February,2016,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Envelopes,57.576,3,0.2,21.590999999999998
February,2017,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Paper,37.44,6,0.0,16.848
February,2017,Standard Class,Corporate,United States,Seattle,Washington,Technology,Phones,71.96,5,0.2,25.186
February,2017,Standard Class,Corporate,United States,Seattle,Washington,Office Supplies,Fasteners,8.4,5,0.0,0.336
February,2014,Standard Class,Consumer,United States,Medford,Oregon,Office Supplies,Paper,22.776,3,0.2,7.6869
February,2014,Standard Class,Consumer,United States,Medford,Oregon,Office Supplies,Paper,32.896,4,0.2,11.1024
February,2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Binders,4.956,4,0.7,-3.7996
February,2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,123.92,5,0.2,38.725
February,2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Technology,Accessories,1319.8,5,0.2,214.4675
February,2015,Standard Class,Consumer,United States,Leominster,Massachusetts,Office Supplies,Labels,3.15,1,0.0,1.5119999999999998
February,2015,Standard Class,Consumer,United States,Leominster,Massachusetts,Office Supplies,Paper,22.72,4,0.0,10.224
February,2016,Second Class,Consumer,United States,Newark,Ohio,Office Supplies,Envelopes,46.72,5,0.2,17.52
February,2017,Standard Class,Consumer,United States,Greenville,North Carolina,Furniture,Chairs,196.78400000000002,2,0.2,-22.1382
February,2017,Standard Class,Consumer,United States,Chicago,Illinois,Office Supplies,Binders,1.788,3,0.8,-3.0396
February,2017,Standard Class,Consumer,United States,Greenville,North Carolina,Furniture,Bookcases,231.92,5,0.2,5.797999999999999
February,2017,Second Class,Home Office,United States,Los Angeles,California,Office Supplies,Paper,223.92,4,0.0,109.7208
February,2017,Standard Class,Consumer,United States,Costa Mesa,California,Office Supplies,Paper,29.6,4,0.0,13.32
February,2017,Second Class,Home Office,United States,Los Angeles,California,Furniture,Chairs,892.2239999999999,3,0.2,89.2224
February,2017,Second Class,Home Office,United States,Los Angeles,California,Office Supplies,Paper,23.12,4,0.0,11.3288
February,2017,Standard Class,Consumer,United States,Santa Barbara,California,Office Supplies,Appliances,356.79,7,0.0,99.9012
February,2017,Standard Class,Consumer,United States,Costa Mesa,California,Furniture,Furnishings,91.96,2,0.0,15.6332
February,2017,Second Class,Home Office,United States,Los Angeles,California,Office Supplies,Appliances,81.92,4,0.0,22.1184
February,2017,Standard Class,Consumer,United States,Costa Mesa,California,Technology,Phones,258.57599999999996,2,0.2,19.3932
February,2017,Second Class,Home Office,United States,Los Angeles,California,Technology,Phones,889.5360000000001,8,0.2,66.7152
February,2014,First Class,Consumer,United States,Columbus,Ohio,Office Supplies,Art,19.456,4,0.2,3.4048
February,2015,First Class,Corporate,United States,Altoona,Pennsylvania,Office Supplies,Art,16.032,6,0.2,2.2044
February,2015,First Class,Corporate,United States,Altoona,Pennsylvania,Office Supplies,Binders,4.419,3,0.7,-3.3879
February,2015,Standard Class,Corporate,United States,Providence,Rhode Island,Furniture,Tables,493.92,7,0.3,-28.224
February,2015,Standard Class,Corporate,United States,Providence,Rhode Island,Technology,Phones,105.98,2,0.0,1.0598
February,2015,Second Class,Consumer,United States,Seattle,Washington,Technology,Accessories,538.92,9,0.0,80.83800000000001
February,2016,Standard Class,Consumer,United States,Houston,Texas,Furniture,Furnishings,16.192,2,0.6,-6.8816
February,2016,Second Class,Consumer,United States,La Crosse,Wisconsin,Office Supplies,Binders,56.82,3,0.0,28.41
February,2016,First Class,Consumer,United States,New York City,New York,Office Supplies,Appliances,170.88,3,0.0,49.5552
February,2015,Standard Class,Consumer,United States,Columbia,Tennessee,Furniture,Chairs,161.56799999999998,2,0.2,-28.2744
February,2015,Standard Class,Consumer,United States,Columbia,Tennessee,Furniture,Chairs,389.69599999999997,8,0.2,43.8408
February,2016,Standard Class,Corporate,United States,New York City,New York,Office Supplies,Fasteners,36.48,6,0.0,18.24
February,2017,Standard Class,Consumer,United States,Middletown,Connecticut,Office Supplies,Binders,9.84,2,0.0,4.7232
February,2017,Standard Class,Consumer,United States,Middletown,Connecticut,Office Supplies,Paper,7.78,1,0.0,3.5010000000000003
February,2016,Standard Class,Consumer,United States,Newark,Ohio,Office Supplies,Art,111.104,7,0.2,8.3328
February,2014,Second Class,Consumer,United States,Seattle,Washington,Office Supplies,Binders,13.272,3,0.2,4.3134
February,2014,Second Class,Consumer,United States,Seattle,Washington,Office Supplies,Binders,83.84,2,0.2,27.248
February,2015,First Class,Corporate,United States,Los Angeles,California,Furniture,Furnishings,136.92,4,0.0,41.076
February,2015,First Class,Consumer,United States,Omaha,Nebraska,Furniture,Furnishings,28.4,2,0.0,11.075999999999999
February,2015,First Class,Consumer,United States,Omaha,Nebraska,Technology,Accessories,149.97,3,0.0,50.9898
February,2015,Standard Class,Consumer,United States,Columbus,Georgia,Office Supplies,Envelopes,74.52,9,0.0,35.0244
February,2015,Second Class,Corporate,United States,Pleasant Grove,Utah,Office Supplies,Binders,12.144,3,0.2,4.0986
February,2015,Standard Class,Corporate,United States,Rome,New York,Furniture,Chairs,90.882,1,0.1,15.147
February,2016,Standard Class,Consumer,United States,Richmond,Kentucky,Furniture,Chairs,866.4,4,0.0,225.264
February,2017,Second Class,Home Office,United States,Chicago,Illinois,Office Supplies,Paper,419.4,5,0.2,146.79
February,2017,Standard Class,Consumer,United States,Pembroke Pines,Florida,Office Supplies,Paper,115.296,3,0.2,40.3536
February,2017,Standard Class,Consumer,United States,Cincinnati,Ohio,Office Supplies,Storage,285.552,2,0.2,35.694
February,2017,Standard Class,Consumer,United States,Cincinnati,Ohio,Office Supplies,Binders,5.229,3,0.7,-4.1832
February,2017,Second Class,Home Office,United States,Chicago,Illinois,Furniture,Furnishings,22.2,1,0.6,-26.085
February,2017,Second Class,Home Office,United States,Chicago,Illinois,Office Supplies,Paper,65.584,2,0.2,23.7742
February,2017,Second Class,Home Office,United States,Chicago,Illinois,Office Supplies,Paper,5.184,1,0.2,1.8144
February,2017,Standard Class,Consumer,United States,Pembroke Pines,Florida,Office Supplies,Binders,3.8819999999999997,2,0.7,-2.588
February,2014,Standard Class,Home Office,United States,San Diego,California,Office Supplies,Binders,82.896,3,0.2,29.0136
February,2014,Standard Class,Home Office,United States,San Diego,California,Office Supplies,Paper,34.24,4,0.0,16.0928
February,2014,Second Class,Corporate,United States,Escondido,California,Office Supplies,Binders,17.248,2,0.2,6.0368
February,2016,Standard Class,Corporate,United States,Los Angeles,California,Office Supplies,Storage,93.02,2,0.0,3.7208
February,2016,Standard Class,Consumer,United States,Sierra Vista,Arizona,Furniture,Furnishings,14.368,2,0.2,3.9512
February,2016,Standard Class,Consumer,United States,Rockville,Maryland,Technology,Phones,90.48,2,0.0,23.5248
February,2017,Standard Class,Consumer,United States,Rochester,New York,Office Supplies,Appliances,32.67,3,0.0,8.4942
February,2016,Same Day,Home Office,United States,Smyrna,Georgia,Furniture,Furnishings,18.84,3,0.0,7.1592
February,2016,Standard Class,Consumer,United States,San Diego,California,Office Supplies,Labels,14.73,3,0.0,7.2177
February,2016,Standard Class,Consumer,United States,San Diego,California,Office Supplies,Storage,186.54,3,0.0,50.3658
February,2016,Standard Class,Consumer,United States,San Diego,California,Furniture,Tables,557.7280000000001,4,0.2,6.9716
February,2016,Same Day,Home Office,United States,Smyrna,Georgia,Office Supplies,Storage,80.98,1,0.0,1.6196
February,2016,Same Day,Home Office,United States,Smyrna,Georgia,Office Supplies,Paper,348.84,9,0.0,170.9316
February,2016,Standard Class,Consumer,United States,San Diego,California,Technology,Phones,159.968,4,0.2,-31.9936
February,2016,Same Day,Home Office,United States,Smyrna,Georgia,Office Supplies,Storage,154.44,3,0.0,1.5444
February,2016,Same Day,Home Office,United States,Smyrna,Georgia,Office Supplies,Paper,122.97,3,0.0,60.2553
February,2016,Same Day,Home Office,United States,Smyrna,Georgia,Technology,Phones,484.83,3,0.0,126.0558
February,2016,Same Day,Home Office,United States,Smyrna,Georgia,Technology,Phones,104.85,3,0.0,28.3095
February,2016,Same Day,Home Office,United States,Smyrna,Georgia,Office Supplies,Fasteners,9.45,5,0.0,0.18899999999999997
February,2016,Same Day,Home Office,United States,Smyrna,Georgia,Furniture,Bookcases,239.98,2,0.0,52.7956
February,2016,Same Day,Home Office,United States,Smyrna,Georgia,Office Supplies,Paper,342.37,7,0.0,160.9139
February,2016,Same Day,Home Office,United States,Smyrna,Georgia,Office Supplies,Envelopes,167.96,2,0.0,78.9412
February,2017,Standard Class,Corporate,United States,Torrance,California,Office Supplies,Appliances,1640.7,5,0.0,459.39599999999996
February,2017,Standard Class,Corporate,United States,Torrance,California,Technology,Phones,371.2,5,0.2,41.76
February,2017,Second Class,Consumer,United States,Waco,Texas,Office Supplies,Art,7.12,5,0.2,0.7120000000000001
February,2017,Second Class,Consumer,United States,Waco,Texas,Office Supplies,Binders,243.99200000000002,4,0.8,-426.986
February,2014,Second Class,Consumer,United States,Romeoville,Illinois,Office Supplies,Binders,8.952,2,0.8,-14.7708
February,2014,First Class,Corporate,United States,Chesapeake,Virginia,Office Supplies,Labels,15.0,4,0.0,7.2
February,2014,First Class,Corporate,United States,Chesapeake,Virginia,Technology,Phones,161.61,1,0.0,42.0186
February,2014,First Class,Corporate,United States,Chesapeake,Virginia,Technology,Phones,144.95,5,0.0,42.0355
February,2015,Standard Class,Consumer,United States,Wilmington,Delaware,Furniture,Chairs,1268.82,9,0.0,266.4522
February,2015,Standard Class,Consumer,United States,Wilmington,Delaware,Furniture,Bookcases,283.92,4,0.0,82.3368
February,2015,Standard Class,Consumer,United States,Houston,Texas,Office Supplies,Binders,2.9339999999999997,3,0.8,-4.9878
February,2015,Standard Class,Consumer,United States,Houston,Texas,Technology,Accessories,18.528,2,0.2,4.4004
February,2015,Standard Class,Consumer,United States,Houston,Texas,Office Supplies,Storage,670.752,3,0.2,-125.766
February,2015,Standard Class,Corporate,United States,Bellevue,Washington,Office Supplies,Art,5.28,3,0.0,1.5312
February,2015,First Class,Corporate,United States,Suffolk,Virginia,Office Supplies,Paper,29.9,5,0.0,13.455
February,2015,First Class,Corporate,United States,Suffolk,Virginia,Office Supplies,Storage,146.73,3,0.0,2.9346
February,2015,Standard Class,Consumer,United States,Wilmington,Delaware,Office Supplies,Art,5.68,2,0.0,1.7608
February,2016,Standard Class,Corporate,United States,Chattanooga,Tennessee,Furniture,Furnishings,132.224,4,0.2,-18.1808
February,2017,Standard Class,Consumer,United States,New York City,New York,Furniture,Bookcases,240.78400000000002,1,0.2,30.098000000000003
February,2017,First Class,Consumer,United States,Arlington,Virginia,Furniture,Bookcases,359.97,3,0.0,79.1934
February,2017,Standard Class,Corporate,United States,New York City,New York,Technology,Phones,227.46,6,0.0,65.9634
February,2017,Standard Class,Corporate,United States,New York City,New York,Office Supplies,Binders,46.24,4,0.2,15.606
February,2017,Standard Class,Home Office,United States,San Francisco,California,Office Supplies,Paper,29.9,5,0.0,13.455
February,2014,Second Class,Corporate,United States,New York City,New York,Office Supplies,Storage,64.96,4,0.0,9.744
February,2014,Standard Class,Corporate,United States,Linden,New Jersey,Technology,Accessories,115.36,7,0.0,49.6048
February,2015,Standard Class,Corporate,United States,Springfield,Virginia,Office Supplies,Paper,12.96,2,0.0,6.3504
February,2015,Standard Class,Corporate,United States,Springfield,Virginia,Office Supplies,Envelopes,311.15,5,0.0,146.2405
February,2016,Same Day,Consumer,United States,Springfield,Virginia,Technology,Accessories,100.0,4,0.0,21.0
February,2016,Same Day,Consumer,United States,Springfield,Virginia,Office Supplies,Labels,7.83,3,0.0,3.6018
February,2016,First Class,Consumer,United States,Lancaster,Ohio,Office Supplies,Paper,30.351999999999997,2,0.2,10.6232
February,2016,Second Class,Corporate,United States,Los Angeles,California,Technology,Phones,623.96,5,0.2,38.9975
February,2014,First Class,Home Office,United States,North Las Vegas,Nevada,Furniture,Furnishings,14.56,2,0.0,5.5328
February,2015,Standard Class,Consumer,United States,Columbus,Ohio,Technology,Phones,107.98200000000001,3,0.4,-26.9955
February,2015,First Class,Consumer,United States,Garden City,Kansas,Office Supplies,Paper,9.54,2,0.0,4.293
February,2015,First Class,Consumer,United States,Garden City,Kansas,Office Supplies,Fasteners,5.81,1,0.0,1.8011
February,2015,First Class,Consumer,United States,Garden City,Kansas,Office Supplies,Art,5.76,2,0.0,1.7280000000000002
February,2016,Standard Class,Corporate,United States,Houston,Texas,Furniture,Chairs,241.5,4,0.3,0.0
February,2016,Second Class,Home Office,United States,Raleigh,North Carolina,Technology,Phones,1127.976,3,0.2,126.8973
February,2015,Standard Class,Consumer,United States,Los Angeles,California,Furniture,Chairs,203.92,5,0.2,22.941
February,2015,Second Class,Corporate,United States,San Antonio,Texas,Furniture,Furnishings,40.784,2,0.6,-30.588
February,2015,Second Class,Corporate,United States,Dallas,Texas,Technology,Accessories,20.8,2,0.2,6.5
February,2015,Second Class,Corporate,United States,San Antonio,Texas,Office Supplies,Labels,40.096,4,0.2,13.5324
February,2015,Second Class,Consumer,United States,Decatur,Illinois,Technology,Accessories,479.952,6,0.2,89.991
February,2016,Standard Class,Corporate,United States,San Francisco,California,Technology,Accessories,89.97,3,0.0,39.5868
February,2016,Standard Class,Corporate,United States,San Francisco,California,Technology,Accessories,31.86,2,0.0,11.151
February,2017,Standard Class,Consumer,United States,Houston,Texas,Office Supplies,Binders,252.78400000000002,4,0.8,-417.0936
February,2017,Second Class,Corporate,United States,Los Angeles,California,Furniture,Furnishings,21.12,4,0.0,6.5472
February,2017,Standard Class,Consumer,United States,Houston,Texas,Furniture,Furnishings,3.984,2,0.6,-2.6892
February,2017,Standard Class,Consumer,United States,Houston,Texas,Technology,Accessories,127.984,2,0.2,15.998
February,2017,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Storage,354.9,5,0.0,17.745
February,2017,Standard Class,Consumer,United States,Houston,Texas,Office Supplies,Appliances,12.992,2,0.8,-32.48
March,2014,Standard Class,Consumer,United States,El Paso,Texas,Office Supplies,Fasteners,18.84,5,0.2,-3.5325
March,2014,Standard Class,Home Office,United States,Elmhurst,Illinois,Office Supplies,Paper,17.472,3,0.2,5.6784
March,2014,Standard Class,Home Office,United States,Elmhurst,Illinois,Furniture,Chairs,634.116,6,0.3,-172.1172
March,2014,Second Class,Consumer,United States,Seattle,Washington,Furniture,Chairs,457.56800000000004,2,0.2,51.4764
March,2014,Standard Class,Consumer,United States,Houston,Texas,Furniture,Tables,376.509,3,0.3,-43.0296
March,2014,Standard Class,Home Office,United States,New York City,New York,Technology,Phones,5.94,3,0.0,1.6038
March,2014,Standard Class,Consumer,United States,El Paso,Texas,Office Supplies,Storage,129.55200000000002,3,0.2,-22.6716
March,2014,Standard Class,Consumer,United States,El Paso,Texas,Furniture,Chairs,362.25,6,0.3,0.0
March,2014,Standard Class,Consumer,United States,El Paso,Texas,Furniture,Furnishings,63.552,6,0.6,-34.9536
March,2014,Standard Class,Consumer,United States,Houston,Texas,Office Supplies,Storage,137.352,3,0.2,8.5845
March,2015,Second Class,Corporate,United States,Los Angeles,California,Furniture,Chairs,184.752,3,0.2,-20.7846
March,2015,First Class,Corporate,United States,Houston,Texas,Furniture,Bookcases,1227.9984,6,0.32,-36.1176
March,2015,First Class,Corporate,United States,Houston,Texas,Office Supplies,Art,55.328,2,0.2,6.2244
March,2015,Second Class,Corporate,United States,Los Angeles,California,Technology,Phones,15.984000000000002,2,0.2,1.1988
March,2015,Second Class,Consumer,United States,Macon,Georgia,Office Supplies,Binders,58.72,4,0.0,27.0112
March,2015,First Class,Corporate,United States,Coppell,Texas,Technology,Phones,95.84,4,0.2,34.742
March,2015,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Appliances,3.552,2,0.2,0.444
March,2016,Standard Class,Consumer,United States,Yonkers,New York,Office Supplies,Storage,362.92,2,0.0,105.2468
March,2016,Standard Class,Consumer,United States,Yonkers,New York,Technology,Machines,4899.93,7,0.0,2400.9657
March,2016,Standard Class,Corporate,United States,Denver,Colorado,Technology,Phones,159.984,2,0.2,13.9986
March,2016,Standard Class,Consumer,United States,Yonkers,New York,Furniture,Tables,836.592,8,0.4,-264.9208
March,2016,Standard Class,Consumer,United States,Yonkers,New York,Office Supplies,Paper,26.38,1,0.0,12.1348
March,2014,Standard Class,Consumer,United States,Denver,Colorado,Office Supplies,Storage,636.408,3,0.2,-15.9102
March,2014,Standard Class,Consumer,United States,Royal Oak,Michigan,Office Supplies,Paper,22.38,2,0.0,10.7424
March,2014,Standard Class,Consumer,United States,Denver,Colorado,Office Supplies,Art,83.16799999999999,4,0.2,9.3564
March,2015,Same Day,Corporate,United States,Clinton,Maryland,Office Supplies,Storage,89.82,6,0.0,25.1496
March,2015,Same Day,Consumer,United States,Houston,Texas,Office Supplies,Binders,1.112,2,0.8,-1.8904
March,2016,First Class,Home Office,United States,Los Angeles,California,Office Supplies,Paper,14.9,5,0.0,7.152
March,2016,Second Class,Corporate,United States,Glendale,Arizona,Office Supplies,Storage,104.696,1,0.2,6.5435
March,2016,First Class,Home Office,United States,Los Angeles,California,Technology,Machines,3357.6,3,0.2,377.73
March,2016,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Technology,Accessories,39.992,1,0.2,7.4985
March,2016,Standard Class,Consumer,United States,Long Beach,New York,Furniture,Bookcases,176.78400000000002,1,0.2,-22.098000000000003
March,2016,First Class,Home Office,United States,Los Angeles,California,Technology,Phones,4158.912,8,0.2,363.9048
March,2016,First Class,Home Office,United States,Los Angeles,California,Technology,Accessories,26.85,3,0.0,5.1015
March,2017,Standard Class,Corporate,United States,Raleigh,North Carolina,Office Supplies,Binders,13.092,4,0.7,-10.0372
March,2017,Standard Class,Consumer,United States,Dallas,Texas,Furniture,Tables,933.408,4,0.3,-173.3472
March,2017,Second Class,Corporate,United States,San Francisco,California,Technology,Accessories,111.96,4,0.0,21.2724
March,2017,Standard Class,Corporate,United States,Raleigh,North Carolina,Office Supplies,Appliances,48.784,1,0.2,3.6588
March,2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Technology,Phones,53.982,3,0.4,-10.7964
March,2017,Standard Class,Home Office,United States,Chester,Pennsylvania,Furniture,Furnishings,43.872,2,0.2,11.5164
March,2017,Standard Class,Home Office,United States,Chester,Pennsylvania,Furniture,Furnishings,6.696000000000001,1,0.2,0.5022
March,2017,Standard Class,Home Office,United States,Chester,Pennsylvania,Technology,Phones,35.91,3,0.4,-8.379
